,date,pv,tid,ae_slope,ae_max,varea,u_nh,u_slope,sym_h,k_winds,sme,airs,xrsb_flux,T_hr,amplitude_km,is_lstid
156,6/6/2017,-1.282260554,0,12,326.5833333,0,-22.879341,-0.971544,-2.229166667,2,139.8645833,0.00266394,8.58E-07,3.3131774475275386,21.759036376511055,TRUE
157,6/7/2017,-1.29617339,6,-129,185.8333333,0,-22.13276,0.746581,2.104166667,0,112.4173611,0.00259251,2.06E-06,,,
158,6/8/2017,-1.310945761,5,-28,155.25,0,-23.558548,-1.425788,0.767361111,0,98.62777778,0.00260595,4.05E-07,1.1559397477048199,8.597285538,FALSE
159,6/9/2017,-1.317315983,9,-16,167.0833333,0,-22.70723,0.851318,3.090277778,0,123.0743056,0.00272905,5.85E-07,0.5741073008531893,3.4376913608094064,FALSE
160,6/10/2017,-1.332841964,8,-59,124.9166667,0,-23.14931,-0.44208,5.003472222,0,107.8541667,0.00333978,2.20E-07,3.0143599192123722,29.058655579542407,TRUE
161,6/11/2017,-1.342530657,5,656,722.0833333,0,-24.257032,-1.107722,3.121527778,0,260.9902778,0.00361739,1.83E-07,2.287989792080401,30.51098111623045,TRUE
162,6/12/2017,-1.352327357,5,-400,310.4166667,0,-25.46147,-1.204438,-3.888888889,0,207.1819444,0.0032224,1.54E-07,1.8203418216752267,25.194637614121962,TRUE
163,6/13/2017,-1.363366449,5,82,363.9166667,0,-25.227177,0.234293,-4.027777778,8,198.0270833,0.00315618,5.54E-07,,,
164,6/14/2017,-1.369536926,0,-99,281.6666667,0,-25.398064,-0.170887,-6.236111111,2,132.4604167,0.00427896,3.77E-07,2.3154604028406145,23.518079313113816,TRUE
165,6/15/2017,-1.378680658,0,-219,96.41666667,0,-25.588657,-0.190593,1.100694444,90,88.91041667,0.0038076,5.51E-07,2.8763627402279024,20.225991473978215,TRUE
166,6/16/2017,-1.380438522,0,1023,928.0833333,0,-24.97663,0.612027,-2.059027778,43,442.7527778,0.00334067,1.06E-07,1.1443069974479867,15.623273219193218,FALSE
167,6/17/2017,-1.393038,0,-351,527.8333333,0,-24.741005,0.235625,-16.71527778,52,339.4333333,0.00406287,1.82E-07,2.654090840316644,32.19723290822497,TRUE
168,6/18/2017,-1.390531118,0,3,647.0833333,0,-25.94679,-1.205785,-19.65972222,0,328.6791667,0.00382522,4.01E-07,2.462213215581859,23.013174670449512,TRUE
169,6/19/2017,-1.392749635,0,-262,415.3333333,0,-26.441654,-0.494864,-15.79166667,0,207.3631944,0.00343365,7.62E-07,3.262517503722483,20.036724481916416,TRUE
170,6/20/2017,-1.394672228,0,-282,194.1666667,0,-26.678226,-0.236572,-10.61458333,11,99.80138889,0.00354325,3.37E-07,1.9578693606092414,37.02545296424376,TRUE
171,6/21/2017,-1.394005026,0,239,446.0833333,0,-26.426754,0.251472,-9.628472223,12,218.13125,0.00366535,1.54E-07,1.1970307334025228,8.986127870764557,FALSE
172,6/22/2017,-1.390300034,0,-15,442.0833333,0,-27.156385,-0.729631,-8.0625,8,198.8708333,0.00395145,2.01E-07,2.1663444932485554,27.15790883192936,TRUE
173,6/23/2017,-1.40116473,0,-143,289.0833333,0,-26.184538,0.971847,9.743055555,0,159.70625,0.00478124,1.01E-07,2.3880896289116396,19.016033955077916,FALSE
174,6/24/2017,-1.404584417,6,253,517.25,0,-26.539558,-0.35502,-4.381944444,0,306.7444444,0.00388813,9.68E-08,2.3367271061252595,14.056329412668742,FALSE
175,6/25/2017,-1.40495806,0,282,592.5833333,0,-25.911625,0.627933,-5.850694445,0,289.6881944,0.00398711,6.70E-08,1.682557019524726,6.419730272,FALSE
176,6/26/2017,-1.413455926,0,-263,478.1666667,0,-25.342964,0.568661,-6.284722222,13,222.9208333,0.00393161,1.68E-07,2.231946242,15.651280354773654,FALSE
177,6/27/2017,-1.412834176,4,-288,227.0833333,0,-26.468239,-1.125275,-6.378472222,5,137.9006944,0.00402996,3.73E-07,2.630747252646946,40.07744131473541,TRUE
178,6/28/2017,-1.410998289,0,-77,199,0,-26.300161,0.168078,-1.5625,1,126.875,0.00554077,1.65E-07,1.2662855003427531,20.526399365513754,TRUE
179,6/29/2017,-1.400165292,0,231,414,0,-26.849756,-0.549595,-1.993055555,20,123.3708333,0.00548319,6.21E-08,1.2974134738967653,9.163335171999094,FALSE
180,6/30/2017,-1.399267079,0,-239,199.5,0,-26.202822,0.646934,2.628472222,11,109.1569444,0.00555936,9.82E-08,3.2219904262870007,28.88227559413669,TRUE
181,7/1/2017,-1.403936044,0,678,794.1666667,0,-26.67382,-0.470998,4.131944444,0,307.1229167,0.00480413,3.85E-08,3.2700739795058893,26.67878525998177,TRUE
182,7/2/2017,-1.405527699,3,336,833.5833333,0,-26.963623,-0.289803,-5.288194444,16,298.0472222,0.00421649,4.44E-07,2.092358573400986,13.70570554,FALSE
183,7/3/2017,-1.413371323,0,-881,246.4166667,0,-25.07414,1.889483,-0.28125,0,133.7159722,0.00434237,2.04E-05,3.0226034765216094,13.481447108048279,FALSE
184,7/4/2017,-1.413027006,3,-36,292.4166667,0,-27.131065,-2.056925,0.541666667,0,123.9305556,0.00457986,1.81E-06,1.5847140646166737,29.525006122313766,TRUE
185,7/5/2017,-1.412676084,0,-256,93,0,-24.621803,2.509262,-2.430555556,0,82.86111111,0.00504354,5.58E-07,1.5099389475027147,12.551224302991573,FALSE
186,7/6/2017,-1.410153598,0,529,412.8333333,0,-26.236654,-1.614851,2.701388889,2,202.9722222,0.00508766,3.08E-07,1.7778633046603585,34.24601825411266,TRUE
187,7/7/2017,-1.411073447,0,-285,256.3333333,0,-26.593748,-0.357094,-2.09375,5,182.4215278,0.00437844,1.56E-06,1.2434172471012834,14.75132390415944,FALSE
188,7/8/2017,-1.405525026,0,-160,147.0833333,0,-26.01568,0.578068,1.614583333,0,90.12847222,0.00409354,5.41E-06,2.759668806,19.166940191716222,FALSE
189,7/9/2017,-1.397686544,3,862,923.8333333,0,-27.171194,-1.155514,-6.26388889,0,426.5895833,0.00481038,2.15E-05,3.579506823040178,26.07384774940663,TRUE
190,7/10/2017,-1.395872889,0,-324,594,0,-25.506939,1.664255,-12.46875,0,178.1840278,0.00476231,2.42E-06,2.0311470873469633,21.37367041695307,TRUE
191,7/11/2017,-1.378058525,0,-230,400.4166667,0,-25.334114,0.172825,-7.822916666,0,229.5972222,0.00436465,1.95E-06,1.8883495566824149,15.173429937571182,FALSE
192,7/12/2017,-1.376398723,6,-231,237.75,0,-25.10672,0.227394,-7.888888889,0,124.8965278,0.00498013,4.66E-07,3.3829417036360767,28.26599563265853,TRUE
193,7/13/2017,-1.366536471,5,15,183.75,0,-25.97041,-0.86369,-2.263888889,2,141.5368056,0.00498827,1.28E-05,2.5709150291728187,22.338438271344035,TRUE
194,7/14/2017,-1.344883055,8,-44,170.0833333,0,-24.816402,1.154008,3.5,1,87.21111111,0.00430106,3.77E-05,1.3403014426409512,27.704161302308183,TRUE
195,7/15/2017,-1.350977635,0,36,233.0833333,0,-24.915403,-0.099001,4.270833333,0,103.0770833,0.00355147,9.06E-06,1.8435131547496826,16.118680908692887,FALSE
196,7/16/2017,-1.345922567,0,1362,1490.166667,0,-25.465918,-0.550515,-20.33333333,0,771.4423611,0.00367585,4.78E-06,2.0533645699858574,14.825043176909446,FALSE
197,7/17/2017,-1.34184676,0,-166,1267.5,0,-24.900566,0.565352,-42.66319444,1,572.5,0.00388204,3.60E-06,2.2075824409783005,30.54511302979167,TRUE
198,7/18/2017,-1.320056104,0,-831,516.25,0,-24.181154,0.719412,-33.89930556,0,205.6631944,0.00435835,3.26E-06,2.200359518784465,17.701768539611432,FALSE
